622	382	8.000000
712	218	6.000000
641	251	6.000000
467	1234	6.000000
564	1	7.000000
708	1948	8.000000
387	1036	6.000000
192	247	8.000000
104	232	6.000000
588	251	7.000000
27	363	6.000000
262	3	5.000000
309	208	3.000000
679	212	8.000000
651	1796	3.000000
182	241	6.000000
32	253	8.000000
117	11	4.000000
139	236	7.000000
525	789	5.000000
266	11	4.000000
780	232	8.000000
186	213	6.000000
414	213	5.000000
363	250	4.000000
280	1291	4.000000
118	205	8.000000
127	217	5.000000
498	9	2.000000
376	241	5.000000
344	10	7.000000
585	204	2.000000
634	262	8.000000
27	361	8.000000
778	248	4.000000
617	587	5.000000
238	209	6.000000
530	204	4.000000
84	210	2.000000
229	11	6.000000
208	205	8.000000
92	16	8.000000
129	236	6.000000
461	210	4.000000
730	234	1.000000
182	10	6.000000
564	243	4.000000
459	231	7.000000
651	1896	2.000000
276	4	3.000000
0	29	8.000000
128	244	6.000000
720	252	7.000000
632	16	4.000000
449	449	7.000000
732	1949	8.000000
426	251	7.000000
477	10	7.000000
407	254	7.000000
263	212	7.000000
290	248	5.000000
626	0	7.000000
685	120	3.000000
312	215	6.000000
380	248	6.000000
682	2	6.000000
252	218	8.000000
482	3	7.000000
368	3	6.000000
655	9	8.000000
347	211	6.000000
316	209	6.000000
783	231	3.000000
497	69	4.000000
349	10	8.000000
136	0	5.000000
669	6	4.000000
428	12	4.000000
395	236	7.000000
731	103	5.000000
398	590	6.000000
664	4	3.000000
626	243	6.000000
641	7	6.000000
202	242	8.000000
446	249	8.000000
426	213	8.000000
496	16	8.000000
253	214	5.000000
54	238	7.000000
197	3	5.000000
686	209	6.000000
362	214	7.000000
456	252	6.000000
128	231	6.000000
629	385	7.000000
285	233	6.000000
182	211	6.000000
161	0	6.000000
680	232	8.000000
317	12	8.000000
480	206	1.000000
408	289	5.000000
2	250	7.000000
267	217	5.000000
16	241	6.000000
121	4	6.000000
694	205	5.000000
35	574	8.000000
232	142	7.000000
105	9	4.000000
769	83	5.000000
340	215	8.000000
541	208	3.000000
633	210	7.000000
244	0	2.000000
25	11	6.000000
484	1060	6.000000
417	218	2.000000
438	6	7.000000
453	70	7.000000
23	234	5.000000
225	204	5.000000
376	254	6.000000
782	206	2.000000
32	212	8.000000
387	860	7.000000
413	250	1.000000
66	234	4.000000
189	253	8.000000
303	236	8.000000
684	205	4.000000
553	1071	5.000000
187	245	4.000000
230	231	6.000000
191	2	8.000000
162	248	7.000000
69	16	7.000000
51	218	4.000000
175	211	7.000000
214	1224	3.000000
387	390	6.000000
427	250	7.000000
497	234	6.000000
541	233	3.000000
438	208	6.000000
662	252	6.000000
25	218	6.000000
427	215	7.000000
688	252	7.000000
392	5	8.000000
629	243	3.000000
577	5	8.000000
624	12	7.000000
135	744	7.000000
752	16	7.000000
25	253	8.000000
437	238	5.000000
26	241	5.000000
284	231	4.000000
467	579	5.000000
259	218	6.000000
63	245	5.000000
234	7	7.000000
447	214	4.000000
25	10	4.000000
135	889	5.000000
344	688	4.000000
407	214	8.000000
377	248	7.000000
165	215	6.000000
231	211	8.000000
235	0	8.000000
613	241	7.000000
203	243	7.000000
474	214	7.000000
559	183	1.000000
494	11	6.000000
331	204	8.000000
529	250	8.000000
516	6	8.000000
267	232	5.000000
592	213	4.000000
147	206	4.000000
633	3	8.000000
36	5	6.000000
662	242	6.000000
72	745	4.000000
130	2	5.000000
387	849	7.000000
734	209	8.000000
41	0	7.000000
20	204	5.000000
42	9	5.000000
213	251	6.000000
724	120	6.000000
97	243	6.000000
516	210	8.000000
335	215	7.000000
779	0	5.000000
669	231	1.000000
517	6	8.000000
538	535	3.000000
766	249	5.000000
475	6	5.000000
273	251	5.000000
333	8	4.000000
375	211	7.000000
534	249	4.000000
463	210	8.000000
69	246	6.000000
699	12	6.000000
28	412	1.000000
619	9	7.000000
593	232	1.000000
754	313	8.000000
335	238	8.000000
489	4	5.000000
767	231	8.000000
170	723	7.000000
280	738	6.000000
737	1069	5.000000
145	9	7.000000
481	8	7.000000
590	9	8.000000
525	1725	5.000000
16	210	6.000000
549	236	5.000000
197	204	2.000000
84	212	3.000000
394	1	6.000000
677	213	6.000000
246	7	6.000000
650	253	6.000000
617	739	5.000000
672	10	6.000000
376	120	5.000000
351	11	6.000000
662	248	6.000000
382	241	3.000000
170	503	6.000000
34	9	4.000000
167	206	4.000000
164	211	1.000000
779	247	5.000000
716	7	6.000000
309	83	5.000000
755	208	2.000000
545	12	6.000000
456	234	6.000000
251	213	5.000000
206	250	4.000000
196	210	6.000000
280	10	5.000000
544	213	5.000000
208	11	8.000000
314	212	6.000000
303	242	4.000000
321	234	8.000000
650	250	6.000000
770	215	6.000000
463	481	8.000000
225	7	6.000000
364	1	6.000000
474	245	4.000000
571	628	7.000000
514	1	7.000000
121	9	8.000000
420	516	6.000000
537	254	6.000000
158	1102	3.000000
637	609	6.000000
69	253	5.000000
529	243	5.000000
100	254	7.000000
333	83	1.000000
325	240	7.000000
602	2	7.000000
549	410	8.000000
483	643	8.000000
205	248	7.000000
90	391	7.000000
378	204	7.000000
637	1017	5.000000
78	120	7.000000
547	218	7.000000
792	215	4.000000
54	9	7.000000
270	246	7.000000
516	0	3.000000
3	209	8.000000
382	247	7.000000
518	0	6.000000
65	208	6.000000
577	215	7.000000
248	209	6.000000
304	7	6.000000
451	16	5.000000
527	236	8.000000
255	557	8.000000
637	1856	7.000000
217	249	8.000000
496	205	6.000000
351	428	8.000000
488	234	4.000000
80	120	7.000000
118	11	1.000000
552	1762	7.000000
612	2	6.000000
476	847	6.000000
302	206	8.000000
191	242	7.000000
60	253	6.000000
617	504	4.000000
242	215	7.000000
482	11	2.000000
30	205	8.000000
342	206	4.000000
244	254	2.000000
384	213	6.000000
795	11	6.000000
530	5	6.000000
576	217	7.000000
109	3	6.000000
426	2	7.000000
563	249	6.000000
221	206	6.000000
64	244	4.000000
117	241	8.000000
767	5	8.000000
141	240	2.000000
62	213	8.000000
445	236	1.000000
578	236	8.000000
411	2	7.000000
426	244	3.000000
205	245	5.000000
47	11	5.000000
456	1	6.000000
310	9	8.000000
96	209	8.000000
467	234	7.000000
598	242	8.000000
507	218	6.000000
147	233	6.000000
422	6	7.000000
42	246	4.000000
513	83	6.000000
685	249	8.000000
497	204	7.000000
28	513	7.000000
720	211	7.000000
0	180	8.000000
540	236	4.000000
104	240	5.000000
139	1006	7.000000
643	516	8.000000
598	247	7.000000
103	83	7.000000
474	209	6.000000
767	206	8.000000
44	8	8.000000
155	236	2.000000
744	6	5.000000
779	8	7.000000
370	214	1.000000
324	12	8.000000
240	610	8.000000
165	3	5.000000
210	218	5.000000
469	213	4.000000
756	241	8.000000
545	3	7.000000
777	6	4.000000
675	6	6.000000
72	725	6.000000
447	218	6.000000
21	6	8.000000
540	204	4.000000
193	784	8.000000
79	232	6.000000
724	16	5.000000
203	215	7.000000
414	244	6.000000
700	2	7.000000
202	214	5.000000
737	314	8.000000
259	211	3.000000
679	214	5.000000
412	6	5.000000
685	0	8.000000
374	242	6.000000
269	238	5.000000
334	1348	6.000000
688	120	6.000000
334	217	8.000000
28	450	8.000000
477	4	8.000000
336	211	7.000000
569	250	5.000000
264	244	8.000000
405	211	5.000000
196	2	6.000000
658	206	6.000000
270	215	5.000000
102	251	7.000000
133	209	5.000000
171	213	7.000000
700	6	6.000000
718	233	2.000000
449	754	7.000000
610	8	3.000000
665	8	8.000000
525	1690	4.000000
285	231	5.000000
45	234	7.000000
164	212	8.000000
92	233	5.000000
308	12	8.000000
759	83	1.000000
420	730	6.000000
470	120	7.000000
310	242	5.000000
573	252	7.000000
241	1	7.000000
755	243	6.000000
517	3	4.000000
509	212	8.000000
273	213	8.000000
784	210	6.000000
474	241	4.000000
292	522	6.000000
684	238	8.000000
225	1236	8.000000
314	6	4.000000
103	204	8.000000
235	209	8.000000
662	215	5.000000
225	231	4.000000
199	205	8.000000
45	16	4.000000
362	205	3.000000
682	120	6.000000
767	8	8.000000
581	249	3.000000
349	120	7.000000
767	2	8.000000
278	9	4.000000
174	238	4.000000
162	9	5.000000
398	1482	6.000000
458	224	8.000000
448	234	8.000000
72	216	7.000000
701	5	8.000000
35	209	1.000000
410	209	7.000000
523	8	7.000000
637	16	4.000000
708	1020	6.000000
154	996	7.000000
778	232	6.000000
636	250	8.000000
378	248	7.000000
582	5	6.000000
781	245	7.000000
182	249	6.000000
170	759	6.000000
674	214	8.000000
396	1	8.000000
320	1043	7.000000
525	1671	6.000000
559	166	7.000000
794	215	6.000000
272	0	4.000000
155	218	6.000000
86	238	6.000000
455	558	5.000000
709	16	1.000000
486	211	8.000000
593	16	3.000000
137	205	8.000000
539	0	4.000000
600	247	8.000000
298	5	5.000000
757	214	7.000000
329	232	8.000000
467	4	5.000000
237	208	6.000000
453	394	7.000000
563	214	6.000000
50	6	6.000000
142	252	5.000000
54	250	6.000000
69	5	5.000000
549	249	6.000000
580	6	7.000000
292	971	5.000000
411	8	6.000000
353	213	7.000000
344	291	8.000000
582	2	5.000000
342	238	5.000000
764	209	5.000000
731	99	7.000000
460	211	8.000000
48	2	6.000000
772	9	8.000000
98	878	8.000000
639	217	7.000000
629	4	7.000000
568	186	5.000000
562	249	4.000000
212	212	6.000000
102	247	8.000000
188	217	6.000000
399	1	8.000000
402	248	8.000000
791	236	5.000000
36	209	6.000000
38	90	8.000000
